Resource ID(s),Unique Identifier,Item Title,Subject,Description,Ancillary Materials,Date,Date Type,Physical Format,Storage Location,Duration Physical,Condition,Contributor,Publisher,Written notes on casing,Preservation Checksum Value,Preservation Filename,Preservation File Location,Preservation Filesize,Digital QC notes,Digitization Grant,Digitization Vendor,Preservation Sample Rate,Preservation Bit Depth,Proxy Filename,Duration Digital,Identifier2,IdentifierSource2
16105,CD-2054,on BankOfAmerica&CountrywideFinance,Economy,,,2011-09-29,unknown,CD,KBOO Archives Room,,,Michael Hudson,,,,,,,,,,,,,,,
15961,CD-1910,The Fire This Time on activism,Government/Politics,,,2011-09-27,unknown,CD,KBOO Archives Room,00:57:00,,Harry Edwards,,,,,,,,,,,,,,,
15971,CD-1920,RambunctiousGarden: SavingNatureInAPost-WildWorld,"Agriculture, Environment/Climate",,,2011-09-26,unknown,CD,KBOO Archives Room,,,Emma Marris,,,,,,,,,,,,,,,
15966,CD-1915,on Portland police review,Police,,,2011-09-26,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
16198,CD-2147,on grain growing in Woregon,"Agriculture, Food",,,2011-09-21,unknown,CD,KBOO Archives Room,00:57:00,,Harry MacCormack,,,,,,,,,,,,,,,
16132,CD-2081,organicFarmerOnGrainGrowingIn WillametteValley,Food,,,2011-09-21,unknown,CD,KBOO Archives Room,00:41:00,,Harry McCormack,,,,,,,,,,,,,,,
15943,CD-1892,wroteThePolluters:MakingOfOurChemicallyAlteredEnvi,"Health, Environment/Climate",,,2011-09-19,unknown,CD,KBOO Archives Room,00:28:14,,Ben Ross,,,,,,,,,,,,,,,
16469,CD-2418,gangs,Youth,,,2011-09-15,unknown,CD,KBOO Archives Room,,,Pernell Brown,,,,,,,,,,,,,,,
16201,CD-2150,wrote'Railroaded' on rr barons & corporate miscond,,,,2011-09-14,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
16106,CD-2055,wroteEcomind,"Government/Politics, Environment/Climate",,,2011-09-14,unknown,CD,KBOO Archives Room,,,Frances Moore Lappe (Guest),,,,,,,,,,,,,,,
15964,CD-1913,extension agant takes calls,Agriculture,,,2011-09-14,unknown,CD,KBOO Archives Room,,,Chip Bubl,,,,,,,,,,,,,,,
15973,CD-1922,on economic collapse,Economy,,,2011-09-07,unknown,CD,KBOO Archives Room,,,Michael Ruppert,,,,,,,,,,,,,,,
15949,CD-1898,CD-1898 title,"Government/Politics, Faith/Religion/Spirituality",on Gandhian activism,,2011-09-06,unknown,CD,KBOO Archives Room,00:57:00,,Himanshu Kumar,,,,,,,,,,,,,,,
15974,CD-1923,on participatory economic planning,Economy,,,2011-09-05,unknown,CD,KBOO Archives Room,01:00:01,,Robin Hahnel,,,,,,,,,,,,,,,
15967,CD-1916,WobblyWalkThroughTheSiskiyous-southernOregonLaborI,Labor,,,2011-09-05,unknown,CD,KBOO Archives Room,,,Wes Brain,,,,,,,,,,,,,,,
15963,CD-1912,wrote 'When The Killing's Done',Fiction,,,2011-09-01,unknown,CD,KBOO Archives Room,00:26:04,,T.C. Boyle,,,,,,,,,,,,,,,
15933,CD-1882,"wrote'WebOfDeath': money system, Bilderburgers",Economy,,,2011-09-01,unknown,CD,KBOO Archives Room,,,Ellen Brown,,,,,,,,,,,,,,,
15950,CD-1899,CD-1899 title,"Economy, Government/Politics",economic crisis & the Tea Party,,2011-08-30,unknown,CD,KBOO Archives Room,00:57:00,,Arun Gupta,,,,,,,,,,,,,,,
15972,CD-1921,on Fukushima radiation,Energy/Natural Resources,,,2011-08-29,unknown,CD,KBOO Archives Room,00:28:08,,Steven Thompson,,,,,,,,,,,,,,,
15934,CD-1883,"on Portland police, blacks & mentally ill","African American, Police",,,2011-08-29,unknown,CD,KBOO Archives Room,,,Tyrone Waters,,,,,,,,,,,,,,,
15932,CD-1881,on US desire for Lybian oil,War/Peace,,,2011-08-26,unknown,CD,KBOO Archives Room,,,Pepe Escobar,,,,,,,,,,,,,,,
15873,CD-1822,interview,Environment/Climate,,,2011-08-25,unknown,CD,KBOO Archives Room,,,Vandana Shiva,,,,,,,,,,,,,,,
16228,CD-2177,raided his home,Police,,,2011-08-24,unknown,CD,KBOO Archives Room,,,Carlos Montes,,,,,,,,,,,,,,,
16420,CD-2369,CD-2369 title,Government/Politics,Death Of The Liberal Class,,2011-08-23,unknown,CD,KBOO Archives Room,00:56:00,,Chris Hedges,,,,,,,,,,,,,,,
15937,CD-1886,state legislator,Government/Politics,,,2011-08-22,unknown,CD,KBOO Archives Room,,,Chip Shields,,,,,,,,,,,,,,,
16197,CD-2146,head of Hypno Komix,"Arts/Culture, Fiction",,,2011-08-19,unknown,CD,KBOO Archives Room,,,Jason Squamata,,,,,,,,,,,,,,,
15969,CD-1918,on secrecy of return of dead American soldiers,"War/Peace, Military/Veterans",,,2011-08-19,unknown,CD,KBOO Archives Room,,,Jess Goodell,,,,,,,,,,,,,,,
15944,CD-1893,chiropractor on Ore. Medicaid revision,Health,,,2011-08-19,unknown,CD,KBOO Archives Room,,,Vern Saboe,,,,,,,,,,,,,,,
15938,CD-1887,wrote 'Rebel Girls' on activist teens,"Youth, Women, Government/Politics",,,2011-08-18,unknown,CD,KBOO Archives Room,00:20:16,,Jessica Taft,,,,,,,,,,,,,,,
15936,CD-1885,on her femininization surgery,"LGBTQ, Civil Rights/Human Rights, Women",,,2011-08-18,unknown,CD,KBOO Archives Room,,,Theresa Mitchell,,,,,,,,,,,,,,,
15935,CD-1884,wrote 'StateVs.Defense' on those 2 fed depts.,"War/Peace, Government/Politics",,,2011-08-18,unknown,CD,KBOO Archives Room,,,Stephen Glain,,,,,,,,,,,,,,,
16322,CD-2271,CD-2271 title,Government/Politics,The Anguish Of The American Dream,,2011-08-16,unknown,CD,KBOO Archives Room,00:56:00,,Robert Jensen,,,,,,,,,,,,,,,
15970,CD-1919,Iran lobbies to decertify an org. as terrorists,Global Affairs,,,2011-08-12,unknown,CD,KBOO Archives Room,,,Jamal Abdi,,,,,,,,,,,,,,,
16162,CD-2111,wrote southern goth novel TheDevilAllTheTime,Fiction,,,2011-08-11,unknown,CD,KBOO Archives Room,,,Donald Ray Pollock,,,,,,,,,,,,,,,
15945,CD-1894,wroteISpeakForMyself on Amer MuslimWomen&Activism,"Women, Faith/Religion/Spirituality",,,2011-08-11,unknown,CD,KBOO Archives Room,00:27:23,,Fatemah Fakhraie,,,,,,,,,,,,,,,
15951,CD-1900,JimGilbert on blackberries,Agriculture,,,2011-08-10,unknown,CD,KBOO Archives Room,,,Glen Andresen (KBOO),KBOO,,,,,,,,,,,,,,
15965,CD-1914,on Homefront (-!!: on soldiers' families,War/Peace,,,2011-08-05,unknown,CD,KBOO Archives Room,,,Stacy Bannerman,,,,,,,,,,,,,,,
15952,CD-1901,Extreme Prejudice' predicted 9/11 attack,War/Peace,,,2011-08-04,unknown,CD,KBOO Archives Room,,,Susan Lindauer,,,,,,,,,,,,,,,
15939,CD-1888,on the debt crisis,"Economy, Government/Politics",,,2011-08-04,unknown,CD,KBOO Archives Room,,,Richard Wolff,,,,,,,,,,,,,,,
15953,CD-1902,CD-1902 title,War/Peace,wroteTheDecisionToUseTheAtomicBomb about Hiroshima,,2011-08-02,unknown,CD,KBOO Archives Room,00:57:00,,Gar Alperovitz,,,,,,,,,,,,,,,
15962,CD-1911,graffiti artist on censorship & commodification of,Arts/Culture,,,2011-07-26,unknown,CD,KBOO Archives Room,,,Joey Krebs,,,,,,,,,,,,,,,
15954,CD-1903,CD-1903 title,Health,US healthcare system is not good,,2011-07-26,unknown,CD,KBOO Archives Room,00:57:00,,Stephen Bezruchka,,,,,,,,,,,,,,,
15968,CD-1917,transport & transforming communities,Transportation,,,2011-07-25,unknown,CD,KBOO Archives Room,,,Dave Wetzel,,,,,,,,,,,,,,,
15942,CD-1891,a plant-based lifestyle will solve world's problem,"Corporations, Animals",,,2011-07-22,unknown,CD,KBOO Archives Room,,,Bo Rinaldi,,,,,,,,,,,,,,,
15946,CD-1895,wrote'Soundbitten'On activists'ObsenWithMeda,"Media, Government/Politics",,,2011-07-21,unknown,CD,KBOO Archives Room,,,Sarah Sobieraj,,,,,,,,,,,,,,,
15869,CD-1818,wrote 'Tomatoland'-espose of tomato industry,"Food, Agriculture, Corporations",,,2011-07-18,unknown,CD,KBOO Archives Room,,,Barry Estabrook,,,,,,,,,,,,,,,
16199,CD-2148,of SistersOfTheRoad,Food,,,2011-07-15,unknown,CD,KBOO Archives Room,,,Erin Goodell,,,,,,,,,,,,,,,
15931,CD-1880,CD-1880 title,Media,Future of Journalism & Democracy,,2011-07-13,unknown,CD,KBOO Archives Room,00:57:00,,Robert McChesney,,,,,,,,,,,,,,,
15876,CD-1825,CD-1825 title,"War/Peace, Global Affairs",on Pakistan,,2011-07-12,unknown,CD,KBOO Archives Room,00:57:00,,Pervez Hoodbhoy,,,,,,,,,,,,,,,
15947,CD-1896,on fed budgets cuts and women,Women,,,2011-07-11,unknown,CD,KBOO Archives Room,,,Tim Casey,,,,,,,,,,,,,,,
15941,CD-1890,"NabilBoudraa, KiethWaltersOnNAfrica",Global Affairs,,,2011-07-08,unknown,CD,KBOO Archives Room,00:49:23,,Lindsay Benstead,,,,,,,,,,,,,,,
15955,CD-1904,on recent legislative session,Government/Politics,,,2011-07-07,unknown,CD,KBOO Archives Room,,,Jo Ann Bowman,,,,,,,,,,,,,,,
15948,CD-1897,wrote mystery 'Murder In Passy',Fiction,,,2011-07-07,unknown,CD,KBOO Archives Room,00:28:18,,Cara Black,,,,,,,,,,,,,,,
15844,CD-1792,CD-1792 title,Government/Politics,Super Patriotism',,2011-07-05,unknown,CD,KBOO Archives Room,00:27:00,,Michael Parenti,,,,,,,,,,,,,,,
15956,CD-1905,ofHearingVoicesMovement on schizophrenia,Health,,,2011-07-04,unknown,CD,KBOO Archives Room,,,Ron Coleman,,,,,,,,,,,,,,,
15868,CD-1817,wrote'TheLastStand' on battleOfTheLittleBighorn,Indigenous,,,2011-07-04,unknown,CD,KBOO Archives Room,00:30:00,,Nathan Philbrick,,,,,,,,,,,,,,,
16233,CD-2182,novel Wire To Wire,Fiction,,,2011-06-30,unknown,CD,KBOO Archives Room,,,Scott Sparling,,,,,,,,,,,,,,,
16174,CD-2123,OreFoodBank benefits from Waterfront Blues Festiva,"Food, Music",,,2011-06-30,unknown,CD,KBOO Archives Room,00:23:13,,,,,,,,,,,,,,,,,
15870,CD-1819,confronting Wal-Mart; Fukushima nuclear power,Corporations,,,2011-06-30,unknown,CD,KBOO Archives Room,01:00:00,,Theresa Mitchell,,,,,,,,,,,,,,,
15867,CD-1816,wrote'Exiles',Fiction,,,2011-06-30,unknown,CD,KBOO Archives Room,00:30:00,,Cary Groner,,,,,,,,,,,,,,,
15874,CD-1823,on'TheWorldAsItIs',Government/Politics,,,2011-06-28,unknown,CD,KBOO Archives Room,,,Chris Hedges,,,,,,,,,,,,,,,
16232,CD-2181,wroteTheOptimismBias on how we think,Health,,,2011-06-27,unknown,CD,KBOO Archives Room,,,Tali Sharot,,,,,,,,,,,,,,,
15957,CD-1906,GarethPorter on Afghanistan,"War/Peace, Global Affairs",,,2011-06-24,unknown,CD,KBOO Archives Room,,,Zaher Wahab,,,,,,,,,,,,,,,
16222,CD-2171,wrote story collection 'Orientation',Fiction,,,2011-06-23,unknown,CD,KBOO Archives Room,00:28:00,,Daniel Orozco,,,,,,,,,,,,,,,
16329,CD-2278,peace activist interview,War/Peace,,,2011-06-22,unknown,CD,KBOO Archives Room,00:29:00,,Brian Willson,,,,,,,,,,,,,,,
15860,CD-1809,CD-1809 title,,Anguish',,2011-06-21,unknown,CD,KBOO Archives Room,00:27:00,,Robert Jensen,,,,,,,,,,,,,,,
16224,CD-2173,"RonSteiner, JeffEllisOnHisExecutionInOregon",Law/Courts/Crime,,,2011-06-20,unknown,CD,KBOO Archives Room,,,Gary Haugen,,,,,,,,,,,,,,,
16241,CD-2190,Arlene Edwards was a nurse who served in the Vietnam War at the 45th Surgical Hospital in 1968.,"War/Peace, Health",,,2011-06-17,unknown,CD,KBOO Archives Room,,,,,,,,,,,,,,,,,,
15958,CD-1907,wrote 'American Bastards',Fiction,,,2011-06-16,unknown,CD,KBOO Archives Room,00:28:11,,Trevor Richardson,,,,,,,,,,,,,,,
15851,CD-1799,CD-1799 title,,,,2011-06-14,unknown,CD,KBOO Archives Room,00:27:00,,Arun Gupta,,,,,,,,,,,,,,,
16066,CD-2015,wrote 'First Contact' on extra-terrestrial life,,,,2011-06-12,unknown,CD,KBOO Archives Room,,,Marc Kaufman,,,,,,,,,,,,,,,
16242,CD-2191,on Fukushima crisis,Energy/Natural Resources,,,2011-06-10,unknown,CD,KBOO Archives Room,,,Arjun Makhijani,,,,,,,,,,,,,,,
16223,CD-2172,wrote novel Robopocalypse,Fiction,,,2011-06-09,unknown,CD,KBOO Archives Room,,,Dabiel Wilson,,,,,,,,,,,,,,,
16229,CD-2178,interview,Arts/Culture,,,2011-06-07,unknown,CD,KBOO Archives Room,,,Jeff Jahn,,,,,,,,,,,,,,,
16239,CD-2188,wrote novelI'llNeverGetOutOfTheWorldAlive,"Fiction, Music",,,2011-06-02,unknown,CD,KBOO Archives Room,,,Steve Earle,,,,,,,,,,,,,,,
16172,CD-2121,wroteTheBelievingBrain on how we make,,,,2011-06-02,unknown,CD,KBOO Archives Room,,,Michael Shermer,,,,,,,,,,,,,,,
15850,CD-1798,CD-1798 title,,,,2011-05-31,unknown,CD,KBOO Archives Room,00:27:00,,Bill Moyers,,,,,,,,,,,,,,,
16176,CD-2125,"speech 'War, Genocide&Politics'","War/Peace, Indigenous",,,2011-05-30,unknown,CD,KBOO Archives Room,,,Ward Churchill,,,,,,,,,,,,,,,
16200,CD-2149,wrote mystery The Ice Princess,Fiction,,,2011-05-27,unknown,CD,KBOO Archives Room,00:26:31,,Camilla Lackberg,,,,,,,,,,,,,,,
16067,CD-2016,wrote 'DivinityOfDoubt' against religion,Faith/Religion/Spirituality,,,2011-05-27,unknown,CD,KBOO Archives Room,,,Vincent Bugliosi,,,,,,,,,,,,,,,
16068,CD-2017,on Social Secirity cuts,"Economy, Elders",,,2011-05-26,unknown,CD,KBOO Archives Room,,,Max Richtman,,,,,,,,,,,,,,,
15849,CD-1797,CD-1797 title,Government/Politics,,,2011-05-24,unknown,CD,KBOO Archives Room,00:27:00,,Howard Zinn,,,,,,,,,,,,,,,
16069,CD-2018,VietNam war soldier prisoner in Hanoi,"War/Peace, Prison",,,2011-05-20,unknown,CD,KBOO Archives Room,,,Bob Chenowith,,,,,,,,,,,,,,,
16414,CD-2363,Caleb'sCrossing on Ccheeshahteaumaulk,"Fiction, Indigenous, Education",,,2011-05-19,unknown,CD,KBOO Archives Room,,,Geraldine Brooks,,,,,,,,,,,,,,,
16171,CD-2120,on permanent US warmaking,War/Peace,,,2011-05-19,unknown,CD,KBOO Archives Room,,,William Astore,,,,,,,,,,,,,,,
18478,MD-201,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-05-17,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
15848,CD-1796,CD-1796 title,,,,2011-05-17,unknown,CD,KBOO Archives Room,00:27:00,,Glenn Greenwald,,,,,,,,,,,,,,,
18477,MD-200,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-05-16,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
16225,CD-2174,KevinDoughtenOnMM'sBook'MalcolmX:ALifeOfReinventio,"African American, Faith/Religion/Spirituality",,,2011-05-16,unknown,CD,KBOO Archives Room,,,Manning Marable,,,,,,,,,,,,,,,
18476,MD-199,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-05-12,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
16240,CD-2189,"Host Ed Goldberg speaks with local writer Heather Sharfedding about her new book 'Damaged Goods, ' a novel of redemption and second chances set in the Willamette Valley.",Fiction,,,2011-05-12,unknown,CD,KBOO Archives Room,00:26:50,,Ed Goldberg (Host),,,,,,,,,,,,,,,
18475,MD-198,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-05-11,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
16173,CD-2122,madeQueenOfTheSun on honeybees,"Animals, Agriculture, Film",,,2011-05-11,unknown,CD,KBOO Archives Room,,,Taggart Siegel,,,,,,,,,,,,,,,
16170,CD-2119,wroteThePriceOfMotherhood on undervaluation of mot,"Women, Youth, Family",,,2011-05-05,unknown,CD,KBOO Archives Room,,,Ann Crittenden,,,,,,,,,,,,,,,
15940,CD-1889,ORLegislatorWroteMemoir'RememberingThePowerOfWords,"African American, Government/Politics, Women",,,2011-05-05,unknown,CD,KBOO Archives Room,,,Avel Gordly,,,,,,,,,,,,,,,
15847,CD-1795,CD-1795 title,,,,2011-05-03,unknown,CD,KBOO Archives Room,00:27:00,,Simon Johnson,,,,,,,,,,,,,,,
15959,CD-1908,ClaudioMaffei:Plutonium is Forever,Energy/Natural Resources,,,2011-04-29,unknown,CD,KBOO Archives Room,,,Francesca DeFazi,,,,,,,,,,,,,,,
18474,MD-197,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-04-27,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
15856,CD-1804,CD-1804 title,,,,2011-04-26,unknown,CD,KBOO Archives Room,00:27:00,,Vandana Shiva,,,,,,,,,,,,,,,
16227,CD-2176,unknown title,Education,,,2011-04-25,unknown,CD,KBOO Archives Room,,,Carole Smith,,,,,,,,,,,,,,,
16230,CD-2179,on Rep Paul Ryan's plan to cut Medicare,Health,,,2011-04-22,unknown,CD,KBOO Archives Room,,,Lisa Stiller,,,,,,,,,,,,,,,
15880,CD-1829,on the federal budget,"Economy, Government/Politics",,,2011-04-19,unknown,CD,KBOO Archives Room,,,Joe Uris (KBOO),,,,,,,,,,,,,,,
15861,CD-1810,CD-1810 title,,,,2011-04-19,unknown,CD,KBOO Archives Room,00:27:00,,Robert Fisk,,,,,,,,,,,,,,,
18473,MD-196,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-04-18,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
16238,CD-2187,wrote I'mHot&I'mBald on chemotherapy,Health,,,2011-04-18,unknown,CD,KBOO Archives Room,,,Elaine Jesmer,,,,,,,,,,,,,,,
16237,CD-2186,on foreclosures,Economy,,,2011-04-18,unknown,CD,KBOO Archives Room,,,Nancie Koerber,,,,,,,,,,,,,,,
16226,CD-2175,LindaReinstein on asbestos,"Environment/Climate, Health",,,2011-04-15,unknown,CD,KBOO Archives Room,,,Ann Samuelson,,,,,,,,,,,,,,,
18471,MD-194,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-04-14,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
15864,CD-1813,VictoriaBrittainWroteAboutDisappearanceOfThisPakis,Global Affairs,,,2011-04-14,unknown,CD,KBOO Archives Room,,,Aafia Siddiqui,,,,,,,,,,,,,,,
16236,CD-2185,on wage theft,Labor,,,2011-04-13,unknown,CD,KBOO Archives Room,00:26:25,,Carlos Chavez (KBOO),KBOO,,,,,,,,,,,,,,
16234,CD-2183,aka PatMcDade-exKBOO vol of PeoplePlacesThings,,,,2011-04-13,unknown,CD,KBOO Archives Room,,,Patrick Angstrom Poore,,,,,,,,,,,,,,,
16231,CD-2180,novelAYoungMan'sGuideToLateCapitalism-hedgefunds,"Fiction, Economy",,,2011-04-13,unknown,CD,KBOO Archives Room,,,Peter Mountford,,,,,,,,,,,,,,,
15871,CD-1820,ofXercesSociety-published'AttractingNativepollenat,Agriculture,,,2011-04-13,unknown,CD,KBOO Archives Room,,,Matthew Shepherd,,,,,,,,,,,,,,,
15866,CD-1815,onTunisianRevolution,Global Affairs,,,2011-04-13,unknown,CD,KBOO Archives Room,,,Steven Goldberg,,,,,,,,,,,,,,,
15857,CD-1805,CD-1805 title,,,,2011-04-12,unknown,CD,KBOO Archives Room,00:27:00,,Manning Marable,,,,,,,,,,,,,,,
18470,MD-193,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-04-11,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
15877,CD-1826,"on city issues, including police accountability","Government/Politics, Police",,,2011-04-11,unknown,CD,KBOO Archives Room,00:57:00,,Mary VolmFisk,,,,,,,,,,,,,,,
15865,CD-1814,wonNobelPeacePrize-landmines,War/Peace,,,2011-04-08,unknown,CD,KBOO Archives Room,,,Jody Williams,,,,,,,,,,,,,,,
16064,CD-2013,on murder of Martin Luther ling,"African American, War/Peace",,,2011-04-07,unknown,CD,KBOO Archives Room,,,William Pepper,,,,,,,,,,,,,,,
15960,CD-1909,Black Book Talk: Emma Jackson Ford,"Fiction, African American",O.B. Hill,,2011-04-07,unknown,CD,KBOO Archives Room,,,"Patricia Welch (KBOO Host), O.B. Hill (KBOO Host)",KBOO,,,,,,,,,,,,,,
18469,MD-192,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-04-06,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
16175,CD-2124,wrote mystery/satire Royal Flush,Fiction,,,2011-04-06,unknown,CD,KBOO Archives Room,00:26:27,,Rhys Bowen,,,,,,,,,,,,,,,
18503,MD-226,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-04-05,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
15846,CD-1794,CD-1794 title,,,,2011-04-05,unknown,CD,KBOO Archives Room,00:27:00,,Kathy Christison,,,,,,,,,,,,,,,
18472,MD-195,KBOO AM news and public affairs,,"Broadcast air signal recorded by Kathleen Stephenson, AM News and Public Affairs Director",,2011-04-04,broadcast,Minidisc,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
15878,CD-1827,on MLK & current labor issues,"African American, Labor",,,2011-04-04,unknown,CD,KBOO Archives Room,,,Isaiah Poole,,,,,,,,,,,,,,,
15875,CD-1824,wrote mystery 'LoveYouMore',Fiction,,,2011-03-31,unknown,CD,KBOO Archives Room,00:28:00,,Lisa Gardner,,,,,,,,,,,,,,,
16450,CD-2399,interview,Arts/Culture,,,2011-03-29,unknown,CD,KBOO Archives Room,,,Avantika Bawa,,,,,,,,,,,,,,,
15872,CD-1821,NickGaitaudofYoungEmergingLaborLeaders,Labor,,,2011-03-28,unknown,CD,KBOO Archives Room,,,Allie Madeiros,,,,,,,,,,,,,,,
16540,CD-2482,wrote FromHereToThere&OtherStories,Fiction,,,2011-03-24,unknown,CD,KBOO Archives Room,,,Patty Somlo,,,,,,,,,,,,,,,
16316,CD-2265,Lmarbet on radioactivity,"Environment/Climate, Energy/Natural Resources",,,2011-03-23,unknown,CD,KBOO Archives Room,,,Rudi Nussbaum,,,,,,,,,,,,,,,
15852,CD-1800,CD-1800 title,,,,2011-03-22,unknown,CD,KBOO Archives Room,00:27:00,,Pervais Bukhari,,,,,,,,,,,,,,,
16412,CD-2361,Benton County alcohol program,"Drugs, Recovery",,,2011-03-21,unknown,CD,KBOO Archives Room,00:26:04,,Jeanne Nelson,,,,,,,,,,,,,,,
16221,CD-2170,OreLegislatorMemoir'RememberingThePowerOfWords,"Government/Politics, African American, Women",,,2011-03-21,unknown,CD,KBOO Archives Room,,,Avel Gordly,,,,,,,,,,,,,,,
16188,CD-2137,Benton County alcohol treatment program,"Drugs, Recovery",,,2011-03-21,unknown,CD,KBOO Archives Room,,,Jeanne Nelson,,,,,,,,,,,,,,,
16351,CD-2300,of Portland Veterans Center,War/Peace,,,2011-03-18,unknown,CD,KBOO Archives Room,,,Ryan McNabb,,,,,,,,,,,,,,,
16192,CD-2141,wrote novel Fiona: Stolen Child,Fiction,,,2011-03-17,unknown,CD,KBOO Archives Room,,,Gemma Whelan,,,,,,,,,,,,,,,
16191,CD-2140,last St Patrick's edition of Radio Free Ireland,History,,,2011-03-17,unknown,CD,KBOO Archives Room,,,Maire Cullen,,,,,,,,,,,,,,,
16190,CD-2139,on Ireland economy crisis,Economy,,,2011-03-17,unknown,CD,KBOO Archives Room,,,Conn Hallinan,,,,,,,,,,,,,,,
15853,CD-1801,CD-1801 title,,,,2011-03-15,unknown,CD,KBOO Archives Room,00:27:00,,Arundhati Roy,,,,,,,,,,,,,,,
15820,CD-1768,unknown title,Arts/Culture,,,2011-03-15,unknown,CD,KBOO Archives Room,00:30:00,,Henk Pander,,,,,,,,,,,,,,,
16220,CD-2169,"Curt Bell on Iraq, Afghanistan, Palestine","War/Peace, Global Affairs",,,2011-03-14,unknown,CD,KBOO Archives Room,,,Wael Elasady,,,,,,,,,,,,,,,
16189,CD-2138,wroteBabyWeWereMeantForEachOther on adoption,"Youth, Family",,,2011-03-14,unknown,CD,KBOO Archives Room,00:28:18,,Scott Simon,,,,,,,,,,,,,,,
16194,CD-2143,Jean Kemp-Ware on hunger in Oregon,Food,,,2011-03-11,unknown,CD,KBOO Archives Room,,,Jessica Chanay,,,,,,,,,,,,,,,
16195,CD-2144,wrote'NoSilentWitness'OnUnitarianWome&LiberalismIn,"Faith/Religion/Spirituality, Women",,,2011-03-10,unknown,CD,KBOO Archives Room,,,Cynthia Grant Tucker,,,,,,,,,,,,,,,
